guest_id,country_of_origin,total_bookings_lifetime,total_cancellations_lifetime,cancellation_ratio
G_02003,Thailand,1.0,0.0,0.0
G_02004,China,1.0,0.0,0.0
G_02005,USA,3.0,0.0,0.0
G_02006,China,2.0,0.0,0.0
G_02007,Japan,1.0,0.0,0.0
G_02008,Thailand,0.0,0.0,0.0
G_02009,Thailand,0.0,0.0,0.0
G_02010,Japan,2.0,0.0,0.0
G_02011,China,0.0,0.0,0.0
G_02012,China,2.0,1.0,0.5
G_02013,Japan,1.0,0.0,0.0
G_02014,Japan,2.0,1.0,0.5
G_02015,Germany,2.0,0.0,0.0
G_02016,UK,2.0,0.0,0.0
G_02017,USA,1.0,1.0,1.0
G_02018,USA,0.0,0.0,0.0
G_02019,Thailand,4.0,0.0,0.0
G_02020,UK,0.0,0.0,0.0
G_02021,Thailand,1.0,0.0,0.0
G_02022,Germany,1.0,0.0,0.0
G_02023,UK,0.0,0.0,0.0
G_02024,UK,0.0,0.0,0.0
G_02025,Thailand,2.0,0.0,0.0
G_02026,Thailand,3.0,0.0,0.0
G_02027,Thailand,1.0,0.0,0.0
G_02028,USA,1.0,0.0,0.0
G_02029,Thailand,2.0,1.0,0.5
G_02030,China,6.0,0.0,0.0
G_02031,Australia,0.0,0.0,0.0
G_02032,Australia,0.0,0.0,0.0
G_02033,China,3.0,0.0,0.0
G_02034,Thailand,3.0,0.0,0.0
G_02035,Australia,0.0,0.0,0.0
G_02036,Australia,1.0,0.0,0.0
G_02037,Thailand,5.0,1.0,0.2
G_02038,China,3.0,0.0,0.0
G_02039,Thailand,0.0,0.0,0.0
G_02040,Japan,3.0,1.0,0.33
G_02041,Germany,2.0,0.0,0.0
G_02042,Thailand,3.0,1.0,0.33
G_02043,Australia,1.0,0.0,0.0
G_02044,China,4.0,1.0,0.25
G_02045,Germany,2.0,0.0,0.0
G_02046,USA,3.0,1.0,0.33
G_02047,Japan,2.0,0.0,0.0
G_02048,Thailand,3.0,0.0,0.0
G_02049,Thailand,2.0,0.0,0.0
G_02050,Thailand,1.0,0.0,0.0
G_02051,Germany,1.0,0.0,0.0
G_02052,Japan,0.0,0.0,0.0
G_02053,Australia,2.0,0.0,0.0
G_02054,Germany,0.0,0.0,0.0
G_02055,Thailand,1.0,0.0,0.0
G_02056,Thailand,0.0,0.0,0.0
G_02057,Thailand,1.0,0.0,0.0
G_02058,Thailand,0.0,0.0,0.0
G_02059,Thailand,0.0,0.0,0.0
G_02060,USA,2.0,0.0,0.0
G_02061,Thailand,2.0,0.0,0.0
G_02062,Thailand,3.0,0.0,0.0
G_02063,Thailand,3.0,1.0,0.33
G_02064,Thailand,1.0,0.0,0.0
G_02065,Germany,3.0,0.0,0.0
G_02066,Japan,3.0,0.0,0.0
G_02067,Germany,0.0,0.0,0.0
G_02068,USA,4.0,0.0,0.0
G_02069,Thailand,1.0,0.0,0.0
G_02070,Japan,3.0,0.0,0.0
G_02071,Thailand,2.0,0.0,0.0
G_02072,Thailand,3.0,0.0,0.0
G_02073,Thailand,0.0,0.0,0.0
G_02074,Thailand,0.0,0.0,0.0
G_02075,Thailand,2.0,1.0,0.5
G_02076,Thailand,1.0,0.0,0.0
G_02077,China,2.0,0.0,0.0
G_02078,Thailand,1.0,0.0,0.0
G_02079,Thailand,0.0,0.0,0.0
G_02080,Japan,1.0,0.0,0.0
G_02081,Thailand,2.0,0.0,0.0
G_02082,Thailand,2.0,1.0,0.5
G_02083,Australia,2.0,1.0,0.5
G_02084,Thailand,3.0,0.0,0.0
G_02085,Thailand,3.0,0.0,0.0
G_02086,USA,3.0,1.0,0.33
G_02087,Thailand,2.0,2.0,1.0
G_02088,UK,3.0,2.0,0.67
G_02089,Japan,1.0,0.0,0.0
G_02090,Thailand,0.0,0.0,0.0
G_02091,UK,1.0,0.0,0.0
G_02092,UK,1.0,0.0,0.0
G_02093,Thailand,3.0,0.0,0.0
G_02094,China,2.0,0.0,0.0
G_02095,Thailand,4.0,1.0,0.25
G_02096,USA,2.0,0.0,0.0
G_02097,Thailand,0.0,0.0,0.0
G_02098,USA,2.0,0.0,0.0
G_02099,Thailand,1.0,1.0,1.0
G_02100,Japan,0.0,0.0,0.0
G_02101,Thailand,2.0,0.0,0.0
G_02102,USA,1.0,0.0,0.0
G_02103,USA,1.0,0.0,0.0
G_02104,China,3.0,1.0,0.33
G_02105,UK,0.0,0.0,0.0
G_02106,China,0.0,0.0,0.0
G_02107,Japan,0.0,0.0,0.0
G_02108,Australia,2.0,0.0,0.0
G_02109,Thailand,5.0,0.0,0.0
G_02110,UK,1.0,0.0,0.0
G_02111,Japan,0.0,0.0,0.0
G_02112,Germany,2.0,0.0,0.0
G_02113,Australia,3.0,1.0,0.33
G_02114,Thailand,4.0,0.0,0.0
G_02115,Thailand,0.0,0.0,0.0
G_02116,USA,3.0,0.0,0.0
G_02117,China,2.0,0.0,0.0
G_02118,USA,2.0,0.0,0.0
G_02119,USA,2.0,1.0,0.5
G_02120,Japan,3.0,0.0,0.0
G_02121,Thailand,0.0,0.0,0.0
G_02122,Australia,1.0,0.0,0.0
G_02123,USA,4.0,0.0,0.0
G_02124,Thailand,2.0,0.0,0.0
G_02125,USA,3.0,0.0,0.0
G_02126,Japan,1.0,0.0,0.0
G_02127,Thailand,2.0,0.0,0.0
G_02128,Thailand,1.0,1.0,1.0
G_02129,Germany,2.0,0.0,0.0
G_02130,Thailand,4.0,2.0,0.5
G_02131,UK,2.0,0.0,0.0
G_02132,UK,4.0,1.0,0.25
G_02133,USA,3.0,0.0,0.0
G_02134,China,0.0,0.0,0.0
G_02135,Thailand,1.0,0.0,0.0
G_02136,UK,2.0,0.0,0.0
G_02137,Thailand,0.0,0.0,0.0
G_02138,China,0.0,0.0,0.0
G_02139,Thailand,1.0,1.0,1.0
G_02140,UK,2.0,0.0,0.0
G_02141,Thailand,1.0,0.0,0.0
G_02142,Thailand,1.0,0.0,0.0
G_02143,Thailand,3.0,0.0,0.0
G_02144,Thailand,2.0,0.0,0.0
G_02145,Japan,2.0,0.0,0.0
G_02146,Thailand,2.0,1.0,0.5
G_02147,Germany,1.0,0.0,0.0
G_02148,Germany,1.0,0.0,0.0
G_02149,UK,1.0,0.0,0.0
G_02150,Thailand,4.0,1.0,0.25
G_02151,Thailand,5.0,0.0,0.0
G_02152,Japan,0.0,0.0,0.0
G_02153,Thailand,2.0,0.0,0.0
G_02154,Thailand,5.0,3.0,0.6
G_02155,UK,2.0,1.0,0.5
G_02156,Japan,1.0,0.0,0.0
G_02157,Japan,1.0,0.0,0.0
G_02158,Thailand,1.0,0.0,0.0
G_02159,China,2.0,0.0,0.0
G_02160,Thailand,0.0,0.0,0.0
G_02161,Thailand,1.0,0.0,0.0
G_02162,Australia,2.0,0.0,0.0
G_02163,Thailand,2.0,1.0,0.5
G_02164,Thailand,1.0,0.0,0.0
G_02165,Thailand,1.0,0.0,0.0
G_02166,Australia,0.0,0.0,0.0
G_02167,Japan,4.0,2.0,0.5
G_02168,China,0.0,0.0,0.0
G_02169,Japan,3.0,0.0,0.0
G_02170,Thailand,5.0,0.0,0.0
G_02171,USA,0.0,0.0,0.0
G_02172,Thailand,1.0,0.0,0.0
G_02173,Thailand,1.0,0.0,0.0
G_02174,USA,1.0,1.0,1.0
G_02175,Germany,1.0,0.0,0.0
G_02176,Thailand,0.0,0.0,0.0
G_02177,Thailand,3.0,2.0,0.67
G_02178,Thailand,0.0,0.0,0.0
G_02179,Thailand,1.0,0.0,0.0
G_02180,Germany,2.0,0.0,0.0
G_02181,USA,0.0,0.0,0.0
G_02182,USA,1.0,0.0,0.0
G_02183,Japan,1.0,1.0,1.0
G_02184,Thailand,1.0,1.0,1.0
G_02185,USA,0.0,0.0,0.0
G_02186,USA,1.0,0.0,0.0
G_02187,UK,3.0,2.0,0.67
G_02188,Germany,2.0,0.0,0.0
G_02189,Japan,1.0,1.0,1.0
G_02190,Thailand,1.0,0.0,0.0
G_02191,Japan,2.0,1.0,0.5
G_02192,Thailand,0.0,0.0,0.0
G_02193,Thailand,3.0,0.0,0.0
G_02194,Thailand,1.0,0.0,0.0
G_02195,Thailand,1.0,0.0,0.0
G_02196,UK,2.0,0.0,0.0
G_02197,China,0.0,0.0,0.0
G_02198,Germany,1.0,0.0,0.0
G_02199,UK,1.0,0.0,0.0
G_02200,UK,0.0,0.0,0.0
G_02201,Thailand,1.0,1.0,1.0
G_02202,Thailand,3.0,1.0,0.33
G_02203,UK,2.0,0.0,0.0
G_02204,USA,3.0,1.0,0.33
G_02205,Japan,3.0,0.0,0.0
G_02206,Thailand,0.0,0.0,0.0
G_02207,Thailand,3.0,0.0,0.0
G_02208,USA,1.0,0.0,0.0
G_02209,Thailand,0.0,0.0,0.0
G_02210,Thailand,1.0,0.0,0.0
G_02211,China,2.0,0.0,0.0
G_02212,Thailand,3.0,0.0,0.0
G_02213,China,1.0,0.0,0.0
G_02214,Thailand,1.0,0.0,0.0
G_02215,Thailand,4.0,1.0,0.25
G_02216,Thailand,1.0,0.0,0.0
G_02217,Japan,2.0,1.0,0.5
G_02218,Thailand,1.0,1.0,1.0
G_02219,Japan,2.0,1.0,0.5
G_02220,Thailand,3.0,1.0,0.33
G_02221,Japan,2.0,0.0,0.0
G_02222,Thailand,3.0,0.0,0.0
G_02223,China,2.0,0.0,0.0
G_02224,UK,2.0,0.0,0.0
G_02225,Germany,1.0,0.0,0.0
G_02226,Thailand,1.0,0.0,0.0
G_02227,Thailand,2.0,1.0,0.5
G_02228,Thailand,1.0,0.0,0.0
G_02229,Japan,3.0,2.0,0.67
G_02230,UK,1.0,0.0,0.0
G_02231,Japan,0.0,0.0,0.0
G_02232,Thailand,3.0,1.0,0.33
G_02233,Thailand,3.0,0.0,0.0
G_02234,Thailand,1.0,0.0,0.0
G_02235,Germany,0.0,0.0,0.0
G_02236,China,1.0,0.0,0.0
G_02237,Germany,1.0,0.0,0.0
G_02238,Thailand,0.0,0.0,0.0
G_02239,China,3.0,1.0,0.33
G_02240,China,0.0,0.0,0.0
G_02241,Thailand,2.0,1.0,0.5
G_02242,Japan,2.0,0.0,0.0
G_02243,Germany,0.0,0.0,0.0
G_02244,Australia,2.0,0.0,0.0
G_02245,China,2.0,0.0,0.0
G_02246,Thailand,2.0,0.0,0.0
G_02247,Thailand,0.0,0.0,0.0
G_02248,Germany,3.0,1.0,0.33
G_02249,Thailand,0.0,0.0,0.0
G_02250,China,2.0,0.0,0.0
G_02251,China,2.0,0.0,0.0
G_02252,China,4.0,1.0,0.25
G_02253,Germany,3.0,1.0,0.33
G_02254,Thailand,1.0,0.0,0.0
G_02255,Thailand,1.0,1.0,1.0
G_02256,Thailand,2.0,0.0,0.0
G_02257,USA,3.0,0.0,0.0
G_02258,Thailand,2.0,0.0,0.0
G_02259,Thailand,1.0,0.0,0.0
G_02260,Japan,1.0,0.0,0.0
G_02261,Germany,4.0,0.0,0.0
G_02262,Thailand,1.0,1.0,1.0
G_02263,Thailand,1.0,0.0,0.0
G_02264,Germany,0.0,0.0,0.0
G_02265,Thailand,0.0,0.0,0.0
G_02266,Thailand,1.0,0.0,0.0
G_02267,Thailand,1.0,0.0,0.0
G_02268,UK,2.0,1.0,0.5
G_02269,Thailand,0.0,0.0,0.0
G_02270,Germany,0.0,0.0,0.0
G_02271,USA,3.0,0.0,0.0
G_02272,UK,2.0,1.0,0.5
G_02273,Thailand,2.0,0.0,0.0
G_02274,USA,0.0,0.0,0.0
G_02275,China,2.0,0.0,0.0
G_02276,Japan,2.0,0.0,0.0
G_02277,Japan,1.0,0.0,0.0
G_02278,UK,2.0,0.0,0.0
G_02279,Germany,1.0,0.0,0.0
G_02280,Japan,2.0,0.0,0.0
G_02281,Japan,4.0,1.0,0.25
G_02282,Thailand,2.0,0.0,0.0
G_02283,Thailand,1.0,0.0,0.0
G_02284,Thailand,2.0,0.0,0.0
G_02285,China,3.0,2.0,0.67
G_02286,USA,0.0,0.0,0.0
G_02287,USA,2.0,1.0,0.5
G_02288,Australia,1.0,0.0,0.0
G_02289,Australia,3.0,0.0,0.0
G_02290,Germany,1.0,0.0,0.0
G_02291,Thailand,2.0,1.0,0.5
G_02292,China,4.0,1.0,0.25
G_02293,Thailand,5.0,0.0,0.0
G_02294,Thailand,2.0,0.0,0.0
G_02295,Thailand,0.0,0.0,0.0
G_02296,Thailand,2.0,1.0,0.5
G_02297,USA,1.0,0.0,0.0
G_02298,Japan,3.0,0.0,0.0
G_02299,Thailand,1.0,0.0,0.0
G_02300,China,0.0,0.0,0.0
G_02301,UK,2.0,0.0,0.0
G_02302,Thailand,1.0,0.0,0.0
G_02303,USA,1.0,0.0,0.0
G_02304,Thailand,2.0,1.0,0.5
G_02305,UK,3.0,0.0,0.0
G_02306,USA,0.0,0.0,0.0
G_02307,Thailand,6.0,2.0,0.33
G_02308,Thailand,0.0,0.0,0.0
G_02309,UK,3.0,0.0,0.0
G_02310,Germany,0.0,0.0,0.0
G_02311,Thailand,5.0,0.0,0.0
G_02312,China,0.0,0.0,0.0
G_02313,China,3.0,1.0,0.33
G_02314,Germany,3.0,0.0,0.0
G_02315,Japan,3.0,1.0,0.33
G_02316,UK,1.0,0.0,0.0
G_02317,China,1.0,0.0,0.0
G_02318,Australia,2.0,0.0,0.0
G_02319,Thailand,3.0,0.0,0.0
G_02320,Thailand,4.0,0.0,0.0
G_02321,Thailand,2.0,0.0,0.0
G_02322,Japan,2.0,0.0,0.0
G_02323,Japan,0.0,0.0,0.0
G_02324,Thailand,5.0,1.0,0.2
G_02325,UK,2.0,0.0,0.0
G_02326,USA,3.0,0.0,0.0
G_02327,Thailand,2.0,0.0,0.0
G_02328,Germany,1.0,0.0,0.0
G_02329,Thailand,0.0,0.0,0.0
G_02330,Thailand,3.0,0.0,0.0
G_02331,UK,1.0,0.0,0.0
G_02332,China,0.0,0.0,0.0
G_02333,Thailand,2.0,1.0,0.5
G_02334,China,2.0,0.0,0.0
G_02335,UK,1.0,0.0,0.0
G_02336,Thailand,3.0,0.0,0.0
G_02337,Thailand,0.0,0.0,0.0
G_02338,UK,2.0,0.0,0.0
G_02339,Thailand,2.0,0.0,0.0
G_02340,Germany,1.0,0.0,0.0
G_02341,Japan,0.0,0.0,0.0
G_02342,Germany,4.0,0.0,0.0
G_02343,Thailand,1.0,0.0,0.0
G_02344,Germany,4.0,0.0,0.0
G_02345,USA,0.0,0.0,0.0
G_02346,Thailand,2.0,1.0,0.5
G_02347,Thailand,2.0,0.0,0.0
G_02348,Thailand,1.0,0.0,0.0
G_02349,China,1.0,0.0,0.0
G_02350,USA,2.0,0.0,0.0
G_02351,Thailand,2.0,0.0,0.0
G_02352,China,2.0,0.0,0.0
G_02353,Thailand,1.0,0.0,0.0
G_02354,UK,1.0,0.0,0.0
G_02355,Thailand,0.0,0.0,0.0
G_02356,Japan,2.0,0.0,0.0
G_02357,Japan,1.0,0.0,0.0
G_02358,USA,1.0,0.0,0.0
G_02359,Thailand,0.0,0.0,0.0
G_02360,Thailand,3.0,0.0,0.0
G_02361,Japan,0.0,0.0,0.0
G_02362,Thailand,1.0,0.0,0.0
G_02363,Thailand,0.0,0.0,0.0
G_02364,Thailand,0.0,0.0,0.0
G_02365,USA,1.0,1.0,1.0
G_02366,USA,2.0,0.0,0.0
G_02367,Japan,3.0,2.0,0.67
G_02368,Thailand,1.0,0.0,0.0
G_02369,Thailand,1.0,1.0,1.0
G_02370,Japan,1.0,1.0,1.0
G_02371,Japan,3.0,0.0,0.0
G_02372,Thailand,0.0,0.0,0.0
G_02373,USA,2.0,0.0,0.0
G_02374,Thailand,1.0,0.0,0.0
G_02375,Germany,5.0,0.0,0.0
G_02376,Thailand,0.0,0.0,0.0
G_02377,Germany,1.0,0.0,0.0
G_02378,China,2.0,0.0,0.0
G_02379,UK,0.0,0.0,0.0
G_02380,Thailand,0.0,0.0,0.0
G_02381,USA,4.0,0.0,0.0
G_02382,USA,3.0,2.0,0.67
G_02383,Thailand,0.0,0.0,0.0
G_02384,China,4.0,0.0,0.0
G_02385,Germany,3.0,0.0,0.0
G_02386,UK,2.0,0.0,0.0
G_02387,China,3.0,0.0,0.0
G_02388,Thailand,2.0,1.0,0.5
G_02389,USA,0.0,0.0,0.0
G_02390,Thailand,3.0,1.0,0.33
G_02391,China,2.0,0.0,0.0
G_02392,Germany,1.0,0.0,0.0
G_02393,China,0.0,0.0,0.0
G_02394,Thailand,1.0,0.0,0.0
G_02395,Thailand,1.0,0.0,0.0
G_02396,UK,0.0,0.0,0.0
G_02397,USA,1.0,0.0,0.0
G_02398,Japan,2.0,0.0,0.0
G_02399,Japan,0.0,0.0,0.0
G_02400,China,2.0,0.0,0.0
G_02401,Thailand,4.0,0.0,0.0
G_02402,Thailand,1.0,0.0,0.0
G_02403,Thailand,2.0,0.0,0.0
G_02404,Thailand,3.0,0.0,0.0
G_02405,USA,1.0,0.0,0.0
G_02406,China,1.0,1.0,1.0
G_02407,China,2.0,1.0,0.5
G_02408,Thailand,1.0,1.0,1.0
G_02409,Thailand,6.0,0.0,0.0
G_02410,Thailand,1.0,0.0,0.0
G_02411,Thailand,1.0,0.0,0.0
G_02412,Japan,2.0,0.0,0.0
G_02413,Thailand,3.0,0.0,0.0
G_02414,USA,2.0,0.0,0.0
G_02415,Thailand,1.0,0.0,0.0
G_02416,Australia,1.0,0.0,0.0
G_02417,UK,3.0,1.0,0.33
G_02418,Thailand,2.0,0.0,0.0
G_02419,UK,1.0,0.0,0.0
G_02420,China,1.0,1.0,1.0
G_02421,Germany,2.0,0.0,0.0
G_02422,Thailand,5.0,1.0,0.2
G_02423,Australia,3.0,1.0,0.33
G_02424,Germany,2.0,0.0,0.0
G_02425,Germany,0.0,0.0,0.0
G_02426,China,1.0,0.0,0.0
G_02427,China,0.0,0.0,0.0
G_02428,USA,0.0,0.0,0.0
G_02429,Japan,2.0,0.0,0.0
G_02430,UK,0.0,0.0,0.0
G_02431,China,1.0,1.0,1.0
G_02432,USA,2.0,1.0,0.5
G_02433,China,1.0,0.0,0.0
G_02434,Japan,0.0,0.0,0.0
G_02435,Thailand,2.0,0.0,0.0
G_02436,Japan,6.0,0.0,0.0
G_02437,UK,0.0,0.0,0.0
G_02438,Japan,1.0,0.0,0.0
G_02439,USA,1.0,1.0,1.0
G_02440,Thailand,0.0,0.0,0.0
G_02441,Germany,1.0,0.0,0.0
G_02442,Thailand,1.0,0.0,0.0
G_02443,Japan,2.0,0.0,0.0
G_02444,USA,1.0,1.0,1.0
G_02445,UK,3.0,1.0,0.33
G_02446,Thailand,5.0,0.0,0.0
G_02447,UK,1.0,0.0,0.0
G_02448,Thailand,0.0,0.0,0.0
G_02449,Thailand,3.0,0.0,0.0
G_02450,Thailand,0.0,0.0,0.0
G_02451,Thailand,2.0,0.0,0.0
G_02452,Germany,5.0,0.0,0.0
G_02453,Germany,1.0,0.0,0.0
G_02454,Thailand,1.0,0.0,0.0
G_02455,China,1.0,1.0,1.0
G_02456,Thailand,0.0,0.0,0.0
G_02457,China,0.0,0.0,0.0
G_02458,Japan,3.0,0.0,0.0
G_02459,Germany,3.0,1.0,0.33
G_02460,USA,2.0,0.0,0.0
G_02461,Japan,1.0,0.0,0.0
G_02462,Thailand,3.0,0.0,0.0
G_02463,Germany,2.0,0.0,0.0
G_02464,Thailand,3.0,0.0,0.0
G_02465,China,4.0,2.0,0.5
G_02466,China,5.0,1.0,0.2
G_02467,China,2.0,2.0,1.0
G_02468,Thailand,3.0,1.0,0.33
G_02469,Germany,1.0,0.0,0.0
G_02470,Thailand,1.0,0.0,0.0
G_02471,China,2.0,0.0,0.0
G_02472,Thailand,2.0,1.0,0.5
G_02473,Thailand,1.0,1.0,1.0
G_02474,UK,2.0,0.0,0.0
G_02475,USA,1.0,0.0,0.0
G_02476,Thailand,1.0,1.0,1.0
G_02477,Thailand,2.0,1.0,0.5
G_02478,USA,0.0,0.0,0.0
G_02479,Japan,0.0,0.0,0.0
G_02480,Australia,0.0,0.0,0.0
G_02481,Thailand,0.0,0.0,0.0
G_02482,Thailand,4.0,2.0,0.5
G_02483,Thailand,1.0,1.0,1.0
G_02484,Thailand,0.0,0.0,0.0
G_02485,China,1.0,0.0,0.0
G_02486,China,2.0,0.0,0.0
G_02487,Thailand,1.0,0.0,0.0
G_02488,Thailand,1.0,0.0,0.0
G_02489,Thailand,3.0,0.0,0.0
G_02490,Japan,1.0,0.0,0.0
G_02491,Germany,4.0,0.0,0.0
G_02492,Thailand,3.0,1.0,0.33
G_02493,Thailand,2.0,0.0,0.0
G_02494,Australia,2.0,1.0,0.5
G_02495,Germany,0.0,0.0,0.0
G_02496,USA,1.0,0.0,0.0
G_02497,Thailand,2.0,0.0,0.0
G_02498,Thailand,2.0,1.0,0.5
G_02499,UK,0.0,0.0,0.0
G_02500,Thailand,2.0,0.0,0.0
G_02501,Thailand,0.0,0.0,0.0
G_02502,UK,6.0,0.0,0.0
G_02503,Thailand,2.0,0.0,0.0
G_02504,Japan,3.0,0.0,0.0
G_02505,Thailand,0.0,0.0,0.0
G_02506,Thailand,1.0,0.0,0.0
G_02507,UK,1.0,0.0,0.0
G_02508,Thailand,1.0,0.0,0.0
G_02509,Germany,2.0,0.0,0.0
G_02510,UK,3.0,0.0,0.0
G_02511,Thailand,1.0,0.0,0.0
G_02512,China,2.0,0.0,0.0
G_02513,Thailand,1.0,0.0,0.0
G_02514,Germany,2.0,0.0,0.0
G_02515,Thailand,0.0,0.0,0.0
G_02516,UK,0.0,0.0,0.0
G_02517,Thailand,2.0,0.0,0.0
G_02518,USA,2.0,1.0,0.5
G_02519,Japan,1.0,0.0,0.0
G_02520,Japan,3.0,0.0,0.0
G_02521,Thailand,1.0,0.0,0.0
G_02522,Thailand,1.0,0.0,0.0
G_02523,Japan,1.0,0.0,0.0
G_02524,Germany,2.0,0.0,0.0
G_02525,Thailand,1.0,0.0,0.0
G_02526,USA,1.0,0.0,0.0
G_02527,Thailand,2.0,2.0,1.0
G_02528,Australia,2.0,0.0,0.0
G_02529,Thailand,3.0,0.0,0.0
G_02530,Thailand,1.0,0.0,0.0
G_02531,Japan,2.0,0.0,0.0
G_02532,Thailand,1.0,0.0,0.0
G_02533,USA,4.0,0.0,0.0
G_02534,USA,0.0,0.0,0.0
G_02535,Thailand,1.0,1.0,1.0
G_02536,Thailand,4.0,0.0,0.0
G_02537,UK,1.0,0.0,0.0
G_02538,Thailand,1.0,0.0,0.0
G_02539,UK,1.0,0.0,0.0
G_02540,Japan,1.0,1.0,1.0
G_02541,Japan,3.0,1.0,0.33
G_02542,Thailand,3.0,2.0,0.67
G_02543,Thailand,1.0,0.0,0.0
G_02544,Thailand,3.0,1.0,0.33
G_02545,Thailand,2.0,0.0,0.0
G_02546,USA,2.0,0.0,0.0
G_02547,China,1.0,0.0,0.0
G_02548,Thailand,1.0,0.0,0.0
G_02549,Thailand,3.0,0.0,0.0
G_02550,Thailand,1.0,0.0,0.0
G_02551,China,3.0,1.0,0.33
G_02552,Thailand,0.0,0.0,0.0
G_02553,China,0.0,0.0,0.0
G_02554,Thailand,1.0,0.0,0.0
G_02555,Australia,3.0,0.0,0.0
G_02556,Australia,4.0,2.0,0.5
G_02557,Thailand,1.0,0.0,0.0
G_02558,Thailand,0.0,0.0,0.0
G_02559,USA,1.0,0.0,0.0
G_02560,Thailand,1.0,0.0,0.0
G_02561,China,3.0,0.0,0.0
G_02562,Japan,2.0,0.0,0.0
G_02563,China,0.0,0.0,0.0
G_02564,Japan,0.0,0.0,0.0
G_02565,Thailand,4.0,0.0,0.0
G_02566,Thailand,1.0,0.0,0.0
G_02567,China,1.0,0.0,0.0
G_02568,Thailand,0.0,0.0,0.0
G_02569,China,0.0,0.0,0.0
G_02570,Thailand,3.0,0.0,0.0
G_02571,Thailand,0.0,0.0,0.0
G_02572,Germany,1.0,0.0,0.0
G_02573,Thailand,2.0,0.0,0.0
G_02574,Germany,3.0,0.0,0.0
G_02575,Germany,2.0,0.0,0.0
G_02576,Japan,1.0,0.0,0.0
G_02577,China,1.0,0.0,0.0
G_02578,UK,3.0,0.0,0.0
G_02579,Australia,1.0,0.0,0.0
G_02580,Thailand,1.0,0.0,0.0
G_02581,USA,2.0,0.0,0.0
G_02582,China,3.0,1.0,0.33
G_02583,USA,3.0,1.0,0.33
G_02584,USA,1.0,1.0,1.0
G_02585,Thailand,1.0,0.0,0.0
G_02586,UK,0.0,0.0,0.0
G_02587,Australia,2.0,0.0,0.0
G_02588,Thailand,1.0,0.0,0.0
G_02589,Germany,4.0,1.0,0.25
G_02590,China,3.0,1.0,0.33
G_02591,Japan,1.0,0.0,0.0
G_02592,UK,1.0,1.0,1.0
G_02593,Japan,1.0,0.0,0.0
G_02594,Thailand,1.0,0.0,0.0
G_02595,Japan,2.0,0.0,0.0
G_02596,Thailand,2.0,0.0,0.0
G_02597,Australia,1.0,0.0,0.0
G_02598,Germany,1.0,1.0,1.0
G_02599,Thailand,2.0,0.0,0.0
G_02600,Thailand,3.0,1.0,0.33
G_02601,Japan,0.0,0.0,0.0
G_02602,Thailand,2.0,0.0,0.0
G_02603,Australia,0.0,0.0,0.0
G_02604,Thailand,1.0,0.0,0.0
G_02605,Thailand,1.0,0.0,0.0
G_02606,Germany,2.0,0.0,0.0
G_02607,China,2.0,0.0,0.0
G_02608,Japan,4.0,1.0,0.25
G_02609,Thailand,6.0,0.0,0.0
G_02610,China,0.0,0.0,0.0
G_02611,UK,4.0,1.0,0.25
G_02612,China,1.0,1.0,1.0
G_02613,China,0.0,0.0,0.0
G_02614,UK,2.0,1.0,0.5
G_02615,USA,5.0,1.0,0.2
G_02616,Thailand,1.0,0.0,0.0
G_02617,Japan,2.0,0.0,0.0
G_02618,Thailand,1.0,0.0,0.0
G_02619,China,1.0,0.0,0.0
G_02620,Thailand,1.0,0.0,0.0
G_02621,China,1.0,0.0,0.0
G_02622,China,1.0,0.0,0.0
G_02623,Thailand,2.0,1.0,0.5
G_02624,Thailand,4.0,0.0,0.0
G_02625,Thailand,3.0,0.0,0.0
G_02626,China,3.0,1.0,0.33
G_02627,Japan,1.0,0.0,0.0
G_02628,Thailand,3.0,0.0,0.0
G_02629,China,0.0,0.0,0.0
G_02630,Thailand,2.0,1.0,0.5
G_02631,USA,2.0,1.0,0.5
G_02632,Germany,3.0,1.0,0.33
G_02633,Thailand,1.0,0.0,0.0
G_02634,USA,1.0,0.0,0.0
G_02635,Thailand,1.0,0.0,0.0
G_02636,Thailand,1.0,0.0,0.0
G_02637,Thailand,1.0,0.0,0.0
G_02638,Thailand,0.0,0.0,0.0
G_02639,China,1.0,0.0,0.0
G_02640,USA,2.0,0.0,0.0
G_02641,UK,3.0,0.0,0.0
G_02642,Thailand,0.0,0.0,0.0
G_02643,Thailand,1.0,1.0,1.0
G_02644,China,0.0,0.0,0.0
G_02645,Germany,1.0,0.0,0.0
G_02646,Thailand,3.0,0.0,0.0
G_02647,Australia,1.0,0.0,0.0
G_02648,UK,2.0,2.0,1.0
G_02649,UK,3.0,1.0,0.33
G_02650,UK,1.0,0.0,0.0
G_02651,Thailand,1.0,1.0,1.0
G_02652,Thailand,6.0,2.0,0.33
G_02653,China,2.0,0.0,0.0
G_02654,Thailand,0.0,0.0,0.0
G_02655,Germany,1.0,0.0,0.0
G_02656,USA,1.0,1.0,1.0
G_02657,Thailand,3.0,0.0,0.0
G_02658,China,4.0,0.0,0.0
G_02659,Thailand,1.0,0.0,0.0
G_02660,UK,0.0,0.0,0.0
G_02661,China,3.0,1.0,0.33
G_02662,Germany,4.0,0.0,0.0
G_02663,Japan,0.0,0.0,0.0
G_02664,China,3.0,0.0,0.0
G_02665,China,3.0,0.0,0.0
G_02666,Germany,0.0,0.0,0.0
G_02667,Thailand,1.0,1.0,1.0
